CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:Dez/2005, Dez/2006, Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Dez/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2005/Dez";"2006/Dez";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Dez";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"220177 Boa Hora";-;-;-;-;-;-;-;-;4;4;4;4;4;4;4;4
"220180 Bocaina";6;6;6;6;-;-;-;-;-;-;1;1;1;1;1;1
"220190 Bom Jesus";-;-;-;-;-;-;-;8;9;9;9;9;9;9;9;11
"220191 Bom Princípio do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220192 Bonfim do Piauí";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"220194 Boqueirão do Piauí";2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2
"220196 Brasileira";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220198 Brejo do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220200 Buriti dos Lopes";20;14;14;15;15;15;15;15;5;6;6;6;6;6;6;6
"220202 Buriti dos Montes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220205 Cabeceiras do Piauí";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;2
"220207 Cajazeiras do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220208 Cajueiro da Praia";6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"220209 Caldeirão Grande do Piauí";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"220210 Campinas do Piauí";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220211 Campo Alegre do Fidalgo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"220213 Campo Grande do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"220217 Campo Largo do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220220 Campo Maior";12;12;15;15;15;15;15;15;17;17;20;20;19;19;14;14
"220225 Canavieira";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"220230 Canto do Buriti";-;-;-;-;-;-;-;-;-;2;2;2;2;2;2;2
"220240 Capitão de Campos";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"220245 Capitão Gervásio Oliveira";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5
"220250 Caracol";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220253 Caraúbas do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220255 Caridade do Piauí";3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"220260 Castelo do Piauí";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"220265 Caxingó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220270 Cocal";2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;1
"220271 Cocal de Telha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220272 Cocal dos Alves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220273 Coivaras";7;7;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"220275 Colônia do Gurguéia";11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"220277 Colônia do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220280 Conceição do Canindé";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220285 Coronel José Dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220290 Corrente";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220300 Cristalândia do Piauí";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"220310 Cristino Castro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220320 Curimatá";-;-;-;-;-;-;2;2;2;2;2;2;2;2;2;2
"220323 Currais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220327 Curral Novo do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"220325 Curralinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220330 Demerval Lobão";2;2;2;2;2;2;2;3;3;3;3;5;5;5;5;5
"220335 Dirceu Arcoverde";-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;-
"220340 Dom Expedito Lopes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220345 Dom Inocêncio";-;-;2;2;2;2;2;2;2;2;2;2;2;2;2;4
"220342 Domingos Mourão";3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220350 Elesbão Veloso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220360 Eliseu Martins";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"220370 Esperantina";1;1;1;1;1;3;3;3;3;3;9;9;9;9;11;12
"220375 Fartura do Piauí";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220380 Flores do Piauí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220385 Floresta do Piauí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4
"220390 Floriano";1;1;1;1;1;1;1;2;3;4;4;4;4;4;4;4
"220400 Francinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220410 Francisco Ayres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220415 Francisco Macedo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"220420 Francisco Santos";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220430 Fronteiras";2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3
"220435 Geminiano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"220440 Gilbués";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220450 Guadalupe";6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5
"220455 Guaribas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220460 Hugo Napoleão";2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-
"220465 Ilha Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220470 Inhuma";-;-;-;-;2;2;2;3;2;2;2;2;2;2;2;2
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"220490 Isaías Coelho";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"220500 Itainópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220510 Itaueira";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"220515 Jacobina do Piauí";3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220520 Jaicós";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220525 Jardim do Mulato";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"220527 Jatobá do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220530 Jerumenha";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220535 João Costa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220540 Joaquim Pires";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"220545 Joca Marques";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220550 José de Freitas";2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5
"220551 Juazeiro do Piauí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220552 Júlio Borges";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220553 Jurema";-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"220555 Lagoa Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220557 Lagoa de São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"220556 Lagoa do Barro do Piauí";1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;3
"220558 Lagoa do Piauí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"220559 Lagoa do Sítio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
