CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 1994 - Brasil
Quantidade por Município e Ano/mês compet.
Médicos: 06141-De saúde da família
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"352330 Itariri";2;2
"352340 Itatiba";6;8
"352360 Itirapina";-;1
"352410 Ituverava";4;8
"352420 Jaborandi";1;1
"352430 Jaboticabal";-;1
"352440 Jacareí";5;8
"352450 Jaci";-;1
"352460 Jacupiranga";2;2
"352480 Jales";1;3
"352490 Jambeiro";1;-
"352500 Jandira";5;4
"352510 Jardinópolis";5;5
"352530 Jaú";1;2
"352540 Jeriquara";1;-
"352560 João Ramalho";2;1
"352570 José Bonifácio";1;1
"352590 Jundiaí";9;10
"352600 Junqueirópolis";2;1
"352610 Juquiá";2;4
"352620 Juquitiba";6;5
"352630 Lagoinha";2;2
"352650 Lavínia";1;-
"352670 Leme";5;2
"352680 Lençóis Paulista";3;2
"352690 Limeira";4;10
"352700 Lindóia";1;-
"352710 Lins";1;-
"352720 Lorena";5;8
"352725 Lourdes";1;-
"352740 Lucélia";1;1
"352760 Luís Antônio";1;1
"352780 Lupércio";2;2
"352800 Macatuba";2;2
"352840 Mairinque";4;3
"352850 Mairiporã";-;2
"352870 Marabá Paulista";1;1
"352900 Marília";25;29
"352910 Marinópolis";1;1
"352920 Martinópolis";2;2
"352930 Matão";1;4
"352940 Mauá";31;23
"352950 Mendonça";1;1
"352960 Meridiano";-;1
"352965 Mesópolis";1;-
"352980 Mineiros do Tietê";1;1
"352990 Miracatu";3;3
"353010 Mirandópolis";2;-
"353020 Mirante do Paranapanema";5;5
"353030 Mirassol";1;3
"353050 Mococa";-;2
"353060 Mogi das Cruzes";5;13
"353070 Mogi Guaçu";6;4
"353080 Mogi Mirim";2;1
"353110 Mongaguá";3;3
"353120 Monte Alegre do Sul";1;1
"353160 Monte Castelo";1;1
"353170 Monteiro Lobato";1;1
"353190 Morro Agudo";1;4
"353205 Motuca";1;1
"353215 Nantes";1;1
"353220 Narandiba";1;2
"353250 Neves Paulista";2;1
"353260 Nhandeara";1;2
"353280 Nova Aliança";-;1
"353282 Nova Campina";2;4
"353286 Nova Castilho";-;1
"353290 Nova Europa";-;1
"353310 Nova Guataporanga";-;1
"353320 Nova Independência";-;1
"353330 Nova Luzitânia";2;2
"353410 Oriente";1;2
"353430 Orlândia";1;-
"353440 Osasco";-;6
"353460 Osvaldo Cruz";1;1
"353470 Ourinhos";-;1
"353480 Ouro Verde";2;1
"353530 Palmital";-;1
"353550 Paraguaçu Paulista";2;4
"353560 Paraibuna";-;4
"353580 Paranapanema";1;1
"353620 Pariquera-Açu";1;2
"353630 Patrocínio Paulista";2;1
"353640 Paulicéia";1;2
"353700 Pedregulho";-;1
"353710 Pedreira";1;3
"353715 Pedrinhas Paulista";1;2
"353720 Pedro de Toledo";1;3
"353730 Penápolis";5;9
"353750 Pereiras";2;-
"353760 Peruíbe";2;7
"353770 Piacatu";-;1
"353780 Piedade";1;1
"353800 Pindamonhangaba";11;12
"353870 Piracicaba";20;19
"353880 Piraju";4;3
"353910 Pirapora do Bom Jesus";3;2
"353920 Pirapozinho";2;3
"353930 Pirassununga";11;10
"353950 Pitangueiras";1;1
"353960 Planalto";1;1
"353970 Platina";1;1
"353980 Poá";4;6
"354000 Pompéia";2;3
"354020 Pontal";-;1
"354025 Pontalinda";1;-
"354030 Pontes Gestal";2;1
"354050 Porangaba";1;-
"354060 Porto Feliz";2;4
"354070 Porto Ferreira";-;1
"354075 Potim";3;2
"354085 Pracinha";1;1
"354090 Pradópolis";-;1
"354100 Praia Grande";37;39
"354120 Presidente Bernardes";3;3
"354130 Presidente Epitácio";4;8
"354140 Presidente Prudente";9;8
"354150 Presidente Venceslau";4;4
"354160 Promissão";1;-
"354165 Quadra";2;2
"354170 Quatá";2;4
"354190 Queluz";1;1
"354200 Quintana";2;1
"354220 Rancharia";4;6
"354230 Redenção da Serra";-;1
"354240 Regente Feijó";2;1
"354260 Registro";12;11
"354270 Restinga";2;2
"354280 Ribeira";2;2
"354290 Ribeirão Bonito";-;2
"354300 Ribeirão Branco";3;3
"354323 Ribeirão dos Índios";1;1
"354325 Ribeirão Grande";2;4
"354340 Ribeirão Preto";11;11
"354370 Rincão";-;1
"354390 Rio Claro";6;8
"354410 Rio Grande da Serra";4;2
"354350 Riversul";2;3
"354425 Rosana";1;4
"354450 Rubinéia";1;1
"354470 Sagres";1;1
"354480 Sales";1;-
"354490 Sales Oliveira";-;1
"354530 Salto de Pirapora";20;18
"354550 Sandovalina";1;1
"354600 Santa Branca";1;3
"354625 Santa Cruz da Esperança";-;1
"354640 Santa Cruz do Rio Pardo";-;1
"354660 Santa Fé do Sul";6;8
"354670 Santa Gertrudes";-;2
"354680 Santa Isabel";1;2
"354710 Santa Mercedes";1;1
"354750 Santa Rita do Passa Quatro";1;1
"354730 Santana de Parnaíba";1;1
"354770 Santo Anastácio";3;4
"354780 Santo André";6;13
"354790 Santo Antônio da Alegria";1;-
"354805 Santo Antônio do Aracanguá";-;2
"354820 Santo Antônio do Pinhal";2;2
"354830 Santo Expedito";1;1
"354840 Santópolis do Aguapeí";-;2
"354850 Santos";1;4
"354860 São Bento do Sapucaí";1;-
"354870 São Bernardo do Campo";16;13
"354880 São Caetano do Sul";6;13
"354890 São Carlos";2;6
"354900 São Francisco";-;1
"354910 São João da Boa Vista";3;3
"354925 São João de Iracema";-;1
"354940 São Joaquim da Barra";-;1
"354950 São José da Bela Vista";-;2
"354960 São José do Barreiro";2;2
"354970 São José do Rio Pardo";1;1
"354980 São José do Rio Preto";4;5
"354995 São Lourenço da Serra";2;2
"355000 São Luís do Paraitinga";3;3
"355010 São Manuel";1;1
"355030 São Paulo";611;698
"355050 São Pedro do Turvo";2;2
"355060 São Roque";2;2
"355070 São Sebastião";14;18
"355100 São Vicente";1;6
"355120 Sarutaiá";-;1
"355140 Serra Azul";2;1
"355160 Serra Negra";1;4
"355150 Serrana";4;4
"355170 Sertãozinho";1;1
"355180 Sete Barras";1;3
"355190 Severínia";2;2
"355200 Silveiras";2;2
"355210 Socorro";-;1
"355220 Sorocaba";6;5
"355230 Sud Mennucci";1;1
"355240 Sumaré";1;6
"355255 Suzanápolis";-;1
"355250 Suzano";-;2
"355270 Tabatinga";2;1
"355280 Taboão da Serra";4;14
"355290 Taciba";-;2
"355310 Taiaçu";2;1
"355330 Tambaú";-;1
"355340 Tanabi";-;2
"355350 Tapiraí";2;3
"355360 Tapiratiba";1;1
"355365 Taquaral";2;1
"355370 Taquaritinga";1;1
"355380 Taquarituba";1;1
"355385 Taquarivaí";4;2
"355390 Tarabai";1;-
"355395 Tarumã";4;4
"355400 Tatuí";1;1
"355410 Taubaté";-;12
"355430 Teodoro Sampaio";4;6
"355440 Terra Roxa";-;1
"355450 Tietê";2;1
"355480 Tremembé";2;4
"355490 Três Fronteiras";-;1
"355500 Tupã";3;5
"355510 Tupi Paulista";2;1
"355520 Turiúba";1;-
"355540 Ubatuba";16;17
"355550 Ubirajara";2;2
"355560 Uchoa";1;1
"355580 Urânia";1;1
"355610 Valentim Gentil";-;1
"355630 Valparaíso";-;6
"355640 Vargem Grande do Sul";-;2
"355645 Vargem Grande Paulista";2;3
"355680 Viradouro";1;2
"355700 Votorantim";3;2
"355710 Votuporanga";3;6
"355715 Zacarias";1;1
"410020 Adrianópolis";1;-
"410030 Agudos do Sul";2;3
"410045 Altamira do Paraná";1;1
"410060 Alto Paraná";2;2
"410050 Altônia";3;6
"410080 Alvorada do Sul";3;3
"410100 Ampére";3;2
"410110 Andirá";1;1
"410130 Antônio Olinto";1;-
"410140 Apucarana";6;7
"410150 Arapongas";14;19
"410160 Arapoti";5;6
"410170 Araruna";3;1
"410180 Araucária";5;7
"410190 Assaí";2;1
"410230 Balsa Nova";-;3
"410240 Bandeirantes";1;-
"410250 Barbosa Ferraz";2;1
"410260 Barracão";3;2
"410275 Bela Vista da Caroba";2;1
"410280 Bela Vista do Paraíso";1;-
"410290 Bituruna";-;4
"410300 Boa Esperança";1;-
"410304 Boa Ventura de São Roque";2;2
"410305 Boa Vista da Aparecida";1;2
"410315 Bom Jesus do Sul";2;2
"410330 Borrazópolis";1;-
"410335 Braganey";-;1
"410347 Cafezal do Sul";1;1
"410350 Califórnia";-;2
"410370 Cambé";12;14
"410380 Cambira";2;2
"410390 Campina da Lagoa";4;5
"410395 Campina do Simão";2;2
"410400 Campina Grande do Sul";4;6
"410410 Campo do Tenente";3;3
"410420 Campo Largo";9;10
"410425 Campo Magro";3;4
"410430 Campo Mourão";8;6
"410440 Cândido de Abreu";-;2
"410442 Candói";3;4
"410445 Cantagalo";-;1
"410450 Capanema";5;2
"410480 Cascavel";7;8
"410490 Castro";8;8
"410500 Catanduvas";-;1
"410510 Centenário do Sul";-;1
"410520 Cerro Azul";2;5
"410530 Céu Azul";1;2
"410540 Chopinzinho";2;2
"410550 Cianorte";5;6
"410560 Cidade Gaúcha";1;2
"410580 Colombo";19;22
"410590 Colorado";2;2
"410600 Congonhinhas";1;1
"410620 Contenda";2;2
"410640 Cornélio Procópio";3;3
"410645 Coronel Domingos Soares";1;3
"410655 Corumbataí do Sul";2;2
"410657 Cruzeiro do Iguaçu";1;1
"410660 Cruzeiro do Oeste";1;3
"410690 Curitiba";113;142
"410700 Curiúva";1;2
"410720 Dois Vizinhos";4;4
"410725 Douradina";1;1
"410730 Doutor Camargo";1;1
"412863 Doutor Ulysses";1;1
"410740 Enéas Marques";1;1
"410750 Engenheiro Beltrão";4;4
"410752 Esperança Nova";1;-
"410755 Farol";1;2
"410760 Faxinal";1;-
"410765 Fazenda Rio Grande";18;13
"410770 Fênix";2;1
"410773 Fernandes Pinheiro";1;2
"410775 Figueira";1;2
"410785 Flor da Serra do Sul";1;1
"410790 Floresta";1;2
"410800 Florestópolis";2;2
"410820 Formosa do Oeste";1;1
"410830 Foz do Iguaçu";13;24
"410840 Francisco Beltrão";4;4
"410850 General Carneiro";1;2
"410860 Goioerê";2;1
"410865 Goioxim";1;1
"410870 Grandes Rios";-;1
"410890 Guairaçá";1;-
"410895 Guamiranga";4;3
"410920 Guaraci";-;1
"410940 Guarapuava";13;12
"410960 Guaratuba";1;2
"410965 Honório Serpa";1;1
"410970 Ibaiti";2;2
"410980 Ibiporã";3;3
"410990 Icaraíma";2;1
"411000 Iguaraçu";-;1
"411005 Iguatu";-;1
"411007 Imbaú";1;1
"411010 Imbituva";6;7
"411020 Inácio Martins";1;1
"411040 Indianópolis";1;-
"411060 Iporã";1;2
"411070 Irati";2;2
"411080 Iretama";1;-
"411090 Itaguajé";2;1
"411095 Itaipulândia";1;1
"411110 Itambé";2;2
"411140 Ivaí";-;3
"411150 Ivaiporã";1;1
"411155 Ivaté";1;-
"411160 Ivatuba";-;1
"411180 Jacarezinho";5;5
"411210 Jandaia do Sul";3;3
"411220 Janiópolis";1;2
"411260 Jardim Olinda";1;1
"411270 Jataizinho";3;2
"411275 Jesuítas";1;1
"411295 Juranda";-;2
"411300 Jussara";2;1
"411310 Kaloré";-;1
"411320 Lapa";3;4
"411325 Laranjal";-;2
"411330 Laranjeiras do Sul";-;1
"411340 Leópolis";1;1
"411350 Loanda";4;4
"411360 Lobato";1;1
"411370 Londrina";42;38
"411373 Luiziana";1;2
"411390 Mallet";2;1
"411400 Mamborê";4;3
"411410 Mandaguaçu";2;2
"411420 Mandaguari";2;3
"411435 Manfrinópolis";1;-
"411450 Manoel Ribas";-;1
"411460 Marechal Cândido Rondon";1;1
"411470 Maria Helena";1;1
"411480 Marialva";5;5
"411490 Marilândia do Sul";1;1
"411500 Marilena";1;1
"411510 Mariluz";1;2
"411520 Maringá";32;26
"411535 Maripá";1;1
"411540 Marmeleiro";1;1
"411545 Marquinho";-;1
"411560 Matelândia";3;2
"411570 Matinhos";-;2
"411580 Medianeira";1;-
"411585 Mercedes";1;-
"411605 Missal";-;1
"411610 Moreira Sales";2;2
"411650 Nova Aliança do Ivaí";-;1
"411660 Nova América da Colina";1;-
"411670 Nova Aurora";1;1
"411690 Nova Esperança";4;3
"411705 Nova Laranjeiras";1;2
"411710 Nova Londrina";1;1
"411720 Nova Olímpia";1;2
"411740 Ourizona";1;1
"411750 Paiçandu";1;1
"411760 Palmas";2;1
"411770 Palmeira";2;3
"411780 Palmital";2;3
"411790 Palotina";1;1
"411800 Paraíso do Norte";1;1
"411810 Paranacity";1;2
"411820 Paranaguá";1;6
"411830 Paranapoema";1;1
"411840 Paranavaí";5;9
"411850 Pato Branco";1;1
"411860 Paula Freitas";-;3
"411870 Paulo Frontin";1;2
"411885 Perobal";-;1
"411890 Pérola";-;1
"411900 Pérola d'Oeste";-;2
"411910 Piên";2;2
"411915 Pinhais";1;1
"411925 Pinhal de São Bento";1;1
"411950 Piraquara";-;2
"411960 Pitanga";1;1
"411965 Pitangueiras";1;1
"411970 Planaltina do Paraná";-;2
"411980 Planalto";1;2
"411990 Ponta Grossa";17;18
"411995 Pontal do Paraná";-;1
"412000 Porecatu";2;1
"412010 Porto Amazonas";1;-
"412035 Pranchita";2;1
"412050 Primeiro de Maio";1;-
"412060 Prudentópolis";-;1
"412065 Quarto Centenário";1;1
"412070 Quatiguá";-;1
"412080 Quatro Barras";3;4
"412100 Querência do Norte";-;1
"412120 Quitandinha";3;4
"412125 Ramilândia";1;-
"412135 Rancho Alegre D'Oeste";1;-
"412150 Rebouças";1;3
"412160 Renascença";1;1
"412170 Reserva";2;2
"412175 Reserva do Iguaçu";2;1
"412190 Ribeirão do Pinhal";2;1
"412200 Rio Azul";3;4
"412210 Rio Bom";1;-
"412220 Rio Branco do Sul";6;5
"412230 Rio Negro";2;1
"412240 Rolândia";6;12
"412250 Roncador";1;1
"412270 Sabáudia";1;2
"412280 Salgado Filho";1;2
"412300 Salto do Lontra";1;-
"412320 Santa Cecília do Pavão";1;-
"412330 Santa Cruz de Monte Castelo";1;1
"412370 Santa Isabel do Ivaí";-;1
"412380 Santa Izabel do Oeste";2;3
"412382 Santa Lúcia";1;-
"412390 Santa Mariana";1;1
"412405 Santa Terezinha de Itaipu";-;2
"412400 Santana do Itararé";1;1
"412440 Santo Antônio do Sudoeste";1;1
"412450 Santo Inácio";1;1
"412470 São Jerônimo da Serra";1;1
"412480 São João";1;1
"412510 São João do Triunfo";-;1
"412535 São Jorge do Patrocínio";1;1
"412550 São José dos Pinhais";9;16
"412555 São Manoel do Paraná";1;1
"412570 São Miguel do Iguaçu";1;-
"412580 São Pedro do Ivaí";1;1
"412600 São Sebastião da Amoreira";2;2
"412610 São Tomé";2;2
"412625 Sarandi";-;1
"412635 Serranópolis do Iguaçu";-;1
"412640 Sertaneja";2;-
"412650 Sertanópolis";2;3
"412665 Sulina";-;1
"412667 Tamarana";2;1
"412680 Tapejara";2;1
"412690 Tapira";1;1
"412700 Teixeira Soares";1;1
"412710 Telêmaco Borba";13;16
"412730 Terra Rica";1;1
"412760 Tijucas do Sul";-;3
"412780 Tomazina";1;-
"412785 Três Barras do Paraná";2;1
"412788 Tunas do Paraná";1;2
"412790 Tuneiras do Oeste";1;1
"412796 Turvo";4;3
"412800 Ubiratã";-;1
"412810 Umuarama";5;4
"412820 União da Vitória";2;3
"412840 Uraí";1;1
"412853 Ventania";2;3
"412865 Virmond";-;2
"420005 Abdon Batista";1;1
"420010 Abelardo Luz";7;6
"420020 Agrolândia";-;1
"420030 Agronômica";1;1
"420040 Água Doce";1;1
"420050 Águas de Chapecó";2;2
"420060 Águas Mornas";1;2
"420070 Alfredo Wagner";2;-
"420080 Anchieta";3;1
"420090 Angelina";3;2
"420120 Antônio Carlos";1;1
"420127 Arabutã";1;1
"420130 Araquari";1;1
"420140 Araranguá";9;9
"420150 Armazém";1;1
"420165 Arvoredo";1;1
"420170 Ascurra";1;1
"420180 Atalanta";-;1
"420190 Aurora";-;1
"420205 Balneário Barra do Sul";1;-
"420200 Balneário Camboriú";9;13
"420207 Balneário Gaivota";1;-
"421280 Balneário Piçarras";2;-
"420208 Bandeirante";1;-
"420209 Barra Bonita";2;-
"420210 Barra Velha";2;2
"420213 Bela Vista do Toldo";1;-
"420220 Benedito Novo";2;2
"420230 Biguaçu";17;12
"420240 Blumenau";41;41
"420253 Bom Jesus";-;1
"420245 Bombinhas";2;4
"420280 Braço do Norte";6;7
"420290 Brusque";8;9
"420300 Caçador";2;-
"420320 Camboriú";6;7
"420330 Campo Alegre";1;1
"420350 Campo Erê";-;2
"420360 Campos Novos";2;1
"420370 Canelinha";4;4
"420380 Canoinhas";2;2
"420395 Capivari de Baixo";8;5
"420400 Catanduvas";1;1
"420410 Caxambu do Sul";1;1
"420417 Cerro Negro";-;1
"420419 Chapadão do Lageado";1;-
"420420 Chapecó";19;31
"420425 Cocal do Sul";3;5
"420430 Concórdia";2;5
"420440 Coronel Freitas";-;3
"420450 Corupá";4;3
"420460 Criciúma";11;15
"420470 Cunha Porã";2;-
"420480 Curitibanos";-;1
"420490 Descanso";-;1
"420500 Dionísio Cerqueira";5;5
"420515 Doutor Pedrinho";-;1
"420517 Entre Rios";-;1
"420530 Faxinal dos Guedes";2;2
"420540 Florianópolis";59;67
"420545 Forquilhinha";4;4
"420550 Fraiburgo";1;3
"420555 Frei Rogério";-;1
"420560 Galvão";1;-
"420570 Garopaba";5;4
"420580 Garuva";2;2
"420590 Gaspar";4;4
"420600 Governador Celso Ramos";2;3
"420610 Grão Pará";-;1
"420620 Gravatal";2;3
"420630 Guabiruba";4;5
"420640 Guaraciaba";-;2
"420650 Guaramirim";-;2
"420665 Guatambú";1;-
"420670 Herval d'Oeste";4;3
"420675 Ibiam";1;1
"420690 Ibirama";5;4
"420700 Içara";12;13
"420710 Ilhota";1;1
"420720 Imaruí";1;1
"420730 Imbituba";3;9
"420750 Indaial";6;7
"420757 Iomerê";-;2
"420760 Ipira";1;1
"420765 Iporã do Oeste";3;1
"420775 Iraceminha";3;2
"420780 Irani";1;1
"420800 Itá";1;1
"420810 Itaiópolis";1;2
"420820 Itajaí";14;14
"420830 Itapema";8;10
"420840 Itapiranga";3;3
"420845 Itapoá";4;5
"420850 Ituporanga";3;2
"420860 Jaborá";1;1
"420870 Jacinto Machado";1;1
"420880 Jaguaruna";2;4
"420890 Jaraguá do Sul";8;7
"420900 Joaçaba";5;5
"420910 Joinville";39;38
"420915 José Boiteux";-;1
"420917 Jupiá";-;1
"420930 Lages";13;18
"420940 Laguna";8;15
"420945 Lajeado Grande";-;1
"420960 Lauro Muller";3;4
"420970 Lebon Régis";3;1
"420980 Leoberto Leal";2;1
"420985 Lindóia do Sul";1;1
"420990 Lontras";2;2
"421000 Luiz Alves";1;1
"421003 Luzerna";1;-
"421005 Macieira";-;1
"421010 Mafra";2;4
"421020 Major Gercino";1;2
"421030 Major Vieira";2;-
"421040 Maracajá";-;1
"421050 Maravilha";1;2
"421055 Marema";-;1
"421060 Massaranduba";3;3
"421090 Modelo";-;1
"421100 Mondaí";-;3
"421105 Monte Carlo";-;3
"421120 Morro da Fumaça";1;2
"421130 Navegantes";3;8
"421140 Nova Erechim";-;1
"421145 Nova Itaberaba";1;1
"421150 Nova Trento";2;5
"421160 Nova Veneza";1;2
"421170 Orleans";5;6
"421175 Otacílio Costa";-;3
"421185 Ouro Verde";-;1
"421190 Palhoça";12;22
"421200 Palma Sola";1;2
"421210 Palmitos";2;-
"421220 Papanduva";2;1
"421225 Passo de Torres";1;1
"421227 Passos Maia";-;1
"421230 Paulo Lopes";1;1
"421240 Pedras Grandes";-;1
"421250 Penha";1;-
"421260 Peritiba";1;1
"421290 Pinhalzinho";1;1
"421320 Pomerode";4;3
"421340 Ponte Serrada";2;3
"421350 Porto Belo";3;3
"421370 Pouso Redondo";3;5
"421400 Presidente Getúlio";2;1
"421410 Presidente Nereu";-;1
"421420 Quilombo";3;3
"421430 Rancho Queimado";2;-
"421460 Rio do Oeste";1;1
"421480 Rio do Sul";6;8
"421470 Rio dos Cedros";-;1
"421490 Rio Fortuna";1;-
"421500 Rio Negrinho";3;3
"421507 Riqueza";1;1
"421520 Romelândia";-;2
"421535 Saltinho";1;-
"421545 Sangão";2;1
"421560 Santa Rosa de Lima";1;-
"421567 Santa Terezinha";3;4
"421568 Santa Terezinha do Progresso";1;1
"421570 Santo Amaro da Imperatriz";4;4
"421580 São Bento do Sul";6;6
"421575 São Bernardino";1;-
"421590 São Bonifácio";1;1
"421600 São Carlos";2;3
"421610 São Domingos";3;4
"421620 São Francisco do Sul";1;2
"421630 São João Batista";1;3
"421635 São João do Itaperiú";1;1
"421625 São João do Oeste";-;1
"421650 São Joaquim";-;2
"421660 São José";31;31
"421670 São José do Cedro";1;3
"421690 São Lourenço do Oeste";2;5
"421700 São Ludgero";-;1
"421710 São Martinho";1;1
"421715 São Miguel da Boa Vista";-;1
"421720 São Miguel do Oeste";3;3
"421730 Saudades";2;-
"421740 Schroeder";2;2
"421755 Serra Alta";-;1
"421760 Siderópolis";-;1
"421770 Sombrio";3;2
"421780 Taió";4;2
"421800 Tijucas";8;6
"421810 Timbé do Sul";1;1
"421820 Timbó";6;6
"421825 Timbó Grande";-;1
"421830 Três Barras";2;1
"421840 Treze de Maio";1;3
"421870 Tubarão";9;8
"421885 União do Oeste";1;1
"421895 Urupema";1;1
"421900 Urussanga";2;3
"421940 Witmarsum";1;-
"421950 Xanxerê";5;5
"421960 Xavantina";-;1
"421970 Xaxim";3;3
"421985 Zortéa";1;1
"430003 Aceguá";1;1
"430005 Água Santa";-;1
"430010 Agudo";2;2
"430030 Alecrim";-;1
"430040 Alegrete";1;1
"430045 Alegria";1;1
"430050 Alpestre";3;-
"430057 Alto Feliz";1;1
"430060 Alvorada";4;5
"430064 Ametista do Sul";-;2
"430066 André da Rocha";1;1
"430070 Anta Gorda";1;1
"430087 Araricá";-;1
"430090 Aratiba";1;1
"430100 Arroio do Meio";3;3
"430107 Arroio do Padre";1;-
"430110 Arroio dos Ratos";3;3
"430155 Áurea";1;1
"430160 Bagé";5;9
"430163 Balneário Pinhal";2;2
"430170 Barão de Cotegipe";3;5
"430185 Barra do Guarita";1;1
"430190 Barra do Ribeiro";2;2
"430192 Barra do Rio Azul";1;1
"430210 Bento Gonçalves";6;6
"430215 Boa Vista das Missões";1;1
"430222 Boa Vista do Cadeado";1;1
"430235 Bom Princípio";3;2
"430250 Bossoroca";-;1
"430258 Bozano";-;1
"430260 Braga";1;1
"430270 Butiá";1;1
"430280 Caçapava do Sul";2;2
"430300 Cachoeira do Sul";2;2
"430310 Cachoeirinha";4;4
"430350 Camaquã";1;-
"430360 Cambará do Sul";1;3
"430367 Campestre da Serra";1;1
"430370 Campina das Missões";2;2
"430390 Campo Bom";5;2
"430420 Candelária";2;2
"430430 Cândido Godói";1;1
"430435 Candiota";-;1
"430440 Canela";3;2
"430450 Canguçu";-;1
"430460 Canoas";34;32
"430461 Canudos do Vale";2;1
"430465 Capão do Cipó";1;1
"430468 Capela de Santana";1;2
"430469 Capitão";-;1
"430467 Capivari do Sul";1;-
"430471 Caraá";1;1
"430470 Carazinho";5;8
"430490 Casca";1;1
"430500 Catuípe";2;1
"430510 Caxias do Sul";18;20
"430511 Centenário";-;1
"430515 Cerro Grande";1;1
"430520 Cerro Largo";1;1
"430530 Chapada";1;1
"430535 Charqueadas";11;7
"430537 Charrua";1;1
"430545 Cidreira";1;1
"430550 Ciríaco";1;2
"430558 Colinas";1;1
"430560 Colorado";1;1
"430587 Coronel Barros";1;1
"430590 Coronel Bicaco";-;2
"430595 Cotiporã";1;1
"430600 Crissiumal";2;2
"430610 Cruz Alta";2;1
"430613 Cruzaltense";1;1
"430630 David Canabarro";1;1
"430637 Dilermando de Aguiar";1;1
"430642 Dois Irmãos das Missões";1;1
"430655 Dom Pedro de Alcântara";-;1
"430670 Dona Francisca";-;2
"430673 Doutor Maurício Cardoso";1;1
"430675 Doutor Ricardo";1;1
"430680 Encantado";2;1
"430690 Encruzilhada do Sul";1;2
"430700 Erechim";1;4
"430705 Ernestina";1;1
"430730 Erval Seco";1;1
"430740 Esmeralda";-;1
"430760 Estância Velha";3;4
"430770 Esteio";1;-
"430780 Estrela";2;2
"430781 Estrela Velha";-;1
"430790 Farroupilha";3;2
"430800 Faxinal do Soturno";1;1
"430805 Faxinalzinho";1;1
"430807 Fazenda Vilanova";1;1
"430810 Feliz";3;1
"430825 Floriano Peixoto";1;1
"430845 Fortaleza dos Valos";1;1
"430850 Frederico Westphalen";1;-
"430865 Garruchos";1;1
"430890 Getúlio Vargas";2;1
"430900 Giruá";-;1
"430920 Gravataí";2;11
"430940 Guaporé";1;1
"430710 Herval";2;2
"430957 Herveiras";1;1
"430960 Horizontina";1;3
"430995 Ibirapuitã";2;2
"431010 Igrejinha";1;4
"431020 Ijuí";2;2
"431030 Ilópolis";1;1
"431041 Inhacorá";1;1
"431043 Ipê";2;2
"431057 Itapuca";1;1
"431065 Itati";1;1
"431070 Itatiba do Sul";1;1
"431080 Ivoti";-;1
"431090 Jacutinga";1;-
"431110 Jaguari";1;1
"431120 Júlio de Castilhos";3;2
"431123 Lagoa Bonita do Sul";-;1
"431130 Lagoa Vermelha";2;2
"431125 Lagoão";-;1
"431140 Lajeado";3;6
"431162 Lindolfo Collor";2;1
"431173 Mampituba";1;1
"431175 Manoel Viana";1;1
"431179 Maratá";-;1
"431180 Marau";5;4
"431205 Marques de Souza";2;2
"431215 Mato Leitão";1;1
"431238 Monte Belo do Sul";1;1
"431240 Montenegro";1;2
"431242 Mormaço";1;-
"431245 Morro Redondo";2;2
"431247 Morro Reuter";-;2
"431250 Mostardas";-;1
"431265 Não-Me-Toque";1;2
"431275 Nova Alvorada";1;-
"431280 Nova Araçá";-;1
"431295 Nova Boa Vista";1;1
"431303 Nova Esperança do Sul";-;1
"431310 Nova Palma";-;1
"431320 Nova Petrópolis";1;3
"431333 Nova Ramada";1;1
"431339 Novo Cabrais";2;2
"431340 Novo Hamburgo";1;-
"431342 Novo Machado";1;1
"431344 Novo Tiradentes";1;1
"431350 Osório";3;7
"431360 Paim Filho";1;1
"431365 Palmares do Sul";1;2
"431380 Palmitinho";1;-
"431390 Panambi";4;4
"431395 Pantano Grande";-;1
"431402 Paraíso do Sul";2;-
"431405 Parobé";-;3
"431406 Passa Sete";1;1
"431407 Passo do Sobrado";1;1
"431410 Passo Fundo";11;15
"431415 Paverama";-;1
"431440 Pelotas";12;14
"431442 Picada Café";-;1
"431449 Pinheirinho do Vale";1;1
"431455 Pirapó";-;1
"431460 Piratini";-;1
"431470 Planalto";1;1
"431477 Pontão";2;2
"431478 Ponte Preta";1;1
"431480 Portão";1;-
"431490 Porto Alegre";57;63
"431505 Porto Mauá";1;1
"431513 Pouso Novo";-;1
"431515 Progresso";3;2
"431517 Protásio Alves";-;1
"431520 Putinga";1;2
"431532 Quevedos";1;-
"431535 Quinze de Novembro";-;1
"431550 Restinga Seca";-;1
"431560 Rio Grande";8;16
"431570 Rio Pardo";2;3
"431575 Riozinho";2;2
"431580 Roca Sales";1;1
"431595 Rolador";1;1
"431600 Rolante";3;3
"431610 Ronda Alta";1;1
"431640 Rosário do Sul";3;2
"431643 Saldanha Marinho";1;1
"431645 Salto do Jacuí";1;-
"431650 Salvador do Sul";1;1
"431660 Sananduva";4;4
"431673 Santa Cecília do Sul";-;1
"431675 Santa Clara do Sul";1;1
"431680 Santa Cruz do Sul";7;8
"431690 Santa Maria";6;8
"431695 Santa Maria do Herval";-;1
"431720 Santa Rosa";12;12
"431730 Santa Vitória do Palmar";4;3
"431740 Santiago";1;2
"431750 Santo Ângelo";3;2
"431760 Santo Antônio da Patrulha";-;1
"431800 São Borja";6;5
"431805 São Domingos do Sul";1;1
"431810 São Francisco de Assis";1;-
"431843 São João do Polêsine";2;1
