CNES - Recursos Humanos - Ocupações - segundo CBO 1994 - Brasil
Total por Município e Ano/mês compet.
Médicos: 06105-Em geral (clínico geral)
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"317047 Uruana de Minas";2;-
"317050 Urucânia";1;1
"317052 Urucuia";4;4
"317057 Vargem Alegre";1;1
"317060 Vargem Bonita";2;2
"317065 Vargem Grande do Rio Pardo";1;1
"317070 Varginha";76;69
"317075 Varjão de Minas";4;4
"317080 Várzea da Palma";14;12
"317090 Varzelândia";6;6
"317100 Vazante";9;9
"317107 Veredinha";3;1
"317110 Veríssimo";3;3
"317115 Vermelho Novo";1;1
"317120 Vespasiano";39;41
"317130 Viçosa";122;131
"317160 Virgem da Lapa";3;5
"317170 Virgínia";5;2
"317180 Virginópolis";5;5
"317200 Visconde do Rio Branco";15;18
"317210 Volta Grande";-;1
"317220 Wenceslau Braz";5;4
"320010 Afonso Cláudio";16;16
"320016 Água Doce do Norte";6;3
"320013 Águia Branca";12;11
"320020 Alegre";10;13
"320030 Alfredo Chaves";19;13
"320035 Alto Rio Novo";4;6
"320040 Anchieta";5;5
"320050 Apiacá";4;4
"320060 Aracruz";54;50
"320070 Atilio Vivacqua";3;3
"320080 Baixo Guandu";22;21
"320090 Barra de São Francisco";50;52
"320100 Boa Esperança";5;7
"320110 Bom Jesus do Norte";7;7
"320115 Brejetuba";3;1
"320120 Cachoeiro de Itapemirim";74;72
"320130 Cariacica";64;66
"320140 Castelo";15;14
"320150 Colatina";97;124
"320160 Conceição da Barra";13;13
"320170 Conceição do Castelo";3;3
"320180 Divino de São Lourenço";1;2
"320190 Domingos Martins";34;30
"320200 Dores do Rio Preto";2;3
"320210 Ecoporanga";13;12
"320220 Fundão";-;1
"320225 Governador Lindenberg";6;6
"320230 Guaçuí";15;16
"320240 Guarapari";45;47
"320245 Ibatiba";11;12
"320250 Ibiraçu";7;6
"320255 Ibitirama";2;1
"320260 Iconha";3;6
"320265 Irupi";4;4
"320270 Itaguaçu";4;8
"320280 Itapemirim";27;26
"320290 Itarana";10;9
"320300 Iúna";18;15
"320305 Jaguaré";4;4
"320310 Jerônimo Monteiro";11;9
"320313 João Neiva";9;19
"320316 Laranja da Terra";7;8
"320320 Linhares";68;79
"320330 Mantenópolis";3;4
"320332 Marataízes";3;9
"320334 Marechal Floriano";11;14
"320335 Marilândia";6;2
"320340 Mimoso do Sul";16;18
"320350 Montanha";10;9
"320360 Mucurici";1;2
"320370 Muniz Freire";17;8
"320380 Muqui";13;13
"320390 Nova Venécia";35;41
"320400 Pancas";5;1
"320405 Pedro Canário";5;9
"320410 Pinheiros";18;17
"320420 Piúma";5;6
"320425 Ponto Belo";2;2
"320430 Presidente Kennedy";4;5
"320435 Rio Bananal";1;1
"320440 Rio Novo do Sul";8;5
"320450 Santa Leopoldina";4;4
"320455 Santa Maria de Jetibá";22;19
"320460 Santa Teresa";21;21
"320465 São Domingos do Norte";5;13
"320470 São Gabriel da Palha";18;16
"320480 São José do Calçado";12;10
"320490 São Mateus";46;50
"320495 São Roque do Canaã";8;13
"320500 Serra";130;157
"320501 Sooretama";1;1
"320503 Vargem Alta";3;3
"320506 Venda Nova do Imigrante";22;26
"320510 Viana";7;8
"320515 Vila Pavão";7;7
"320517 Vila Valério";8;9
"320520 Vila Velha";162;168
"320530 Vitória";365;350
"330010 Angra dos Reis";111;103
"330015 Aperibé";8;8
"330020 Araruama";28;28
"330022 Areal";1;2
"330023 Armação dos Búzios";3;4
"330025 Arraial do Cabo";2;2
"330030 Barra do Piraí";46;54
"330040 Barra Mansa";84;87
"330045 Belford Roxo";134;125
"330050 Bom Jardim";4;9
"330060 Bom Jesus do Itabapoana";81;83
"330070 Cabo Frio";44;43
"330080 Cachoeiras de Macacu";35;37
"330090 Cambuci";14;15
"330100 Campos dos Goytacazes";204;216
"330110 Cantagalo";15;17
"330093 Carapebus";5;6
"330115 Cardoso Moreira";21;21
"330120 Carmo";33;43
"330130 Casimiro de Abreu";5;7
"330095 Comendador Levy Gasparian";4;3
"330140 Conceição de Macabu";21;22
"330150 Cordeiro";14;14
"330160 Duas Barras";17;17
"330170 Duque de Caxias";300;330
"330180 Engenheiro Paulo de Frontin";16;17
"330185 Guapimirim";21;21
"330187 Iguaba Grande";6;6
"330190 Itaboraí";77;53
"330200 Itaguaí";102;99
"330205 Italva";17;17
"330210 Itaocara";49;45
"330220 Itaperuna";53;43
"330225 Itatiaia";25;27
"330227 Japeri";25;44
"330230 Laje do Muriaé";4;4
"330240 Macaé";59;63
"330245 Macuco";2;2
"330250 Magé";61;81
"330260 Mangaratiba";92;82
"330270 Maricá";51;51
"330280 Mendes";16;21
"330285 Mesquita";46;46
"330290 Miguel Pereira";25;21
"330300 Miracema";28;25
"330310 Natividade";8;9
"330320 Nilópolis";61;73
"330330 Niterói";363;423
"330340 Nova Friburgo";177;173
"330350 Nova Iguaçu";63;301
"330360 Paracambi";33;50
"330370 Paraíba do Sul";14;16
"330380 Paraty";4;14
"330385 Paty do Alferes";4;16
"330390 Petrópolis";174;192
"330395 Pinheiral";3;4
"330400 Piraí";8;12
"330410 Porciúncula";11;14
"330411 Porto Real";3;5
"330412 Quatis";16;16
"330414 Queimados";41;27
"330415 Quissamã";11;13
"330420 Resende";91;81
"330430 Rio Bonito";15;25
"330440 Rio Claro";23;22
"330450 Rio das Flores";6;6
"330452 Rio das Ostras";19;19
"330455 Rio de Janeiro";3145;3621
"330460 Santa Maria Madalena";23;28
"330470 Santo Antônio de Pádua";41;44
"330480 São Fidélis";77;74
"330475 São Francisco de Itabapoana";33;33
"330490 São Gonçalo";261;269
"330500 São João da Barra";26;24
"330510 São João de Meriti";68;80
"330513 São José de Ubá";2;3
"330515 São José do Vale do Rio Preto";7;7
"330520 São Pedro da Aldeia";10;10
"330530 São Sebastião do Alto";5;6
"330540 Sapucaia";3;3
"330550 Saquarema";15;19
"330555 Seropédica";47;54
"330560 Silva Jardim";9;9
"330570 Sumidouro";15;17
"330575 Tanguá";9;9
"330580 Teresópolis";110;118
"330590 Trajano de Moraes";18;18
"330600 Três Rios";49;55
"330610 Valença";70;73
"330615 Varre-Sai";1;1
"330620 Vassouras";29;27
"330630 Volta Redonda";139;108
"350010 Adamantina";22;25
"350020 Adolfo";2;2
"350030 Aguaí";8;11
"350040 Águas da Prata";4;3
"350050 Águas de Lindóia";29;32
"350055 Águas de Santa Bárbara";3;4
"350060 Águas de São Pedro";3;2
"350070 Agudos";16;23
"350075 Alambari";11;9
"350080 Alfredo Marcondes";2;1
"350090 Altair";3;6
"350100 Altinópolis";4;4
"350110 Alto Alegre";4;6
"350115 Alumínio";20;20
"350120 Álvares Florence";4;4
"350130 Álvares Machado";6;5
"350140 Álvaro de Carvalho";1;1
"350160 Americana";65;73
"350170 Américo Brasiliense";14;15
"350180 Américo de Campos";1;3
"350190 Amparo";32;33
"350200 Analândia";8;8
"350210 Andradina";12;16
"350220 Angatuba";15;19
"350230 Anhembi";4;4
"350240 Anhumas";2;2
"350250 Aparecida";19;18
"350260 Aparecida d'Oeste";2;2
"350270 Apiaí";18;10
"350275 Araçariguama";2;4
"350280 Araçatuba";53;56
"350290 Araçoiaba da Serra";4;3
"350300 Aramina";3;3
"350310 Arandu";3;3
"350320 Araraquara";89;105
"350330 Araras";45;33
"350335 Arco-Íris";1;-
"350340 Arealva";2;4
"350350 Areias";2;3
"350370 Ariranha";7;9
"350380 Artur Nogueira";21;34
"350390 Arujá";41;50
"350395 Aspásia";1;2
"350400 Assis";68;81
"350410 Atibaia";80;82
"350420 Auriflama";6;9
"350430 Avaí";-;1
"350440 Avanhandava";3;3
"350450 Avaré";50;48
"350460 Bady Bassitt";4;6
"350470 Balbinos";2;2
"350480 Bálsamo";2;2
"350490 Bananal";2;2
"350500 Barão de Antonina";1;1
"350510 Barbosa";2;1
"350520 Bariri";25;28
"350530 Barra Bonita";19;64
"350540 Barra do Turvo";2;1
"350550 Barretos";56;57
"350560 Barrinha";5;6
"350570 Barueri";150;333
"350580 Bastos";9;7
"350590 Batatais";36;37
"350600 Bauru";142;173
"350610 Bebedouro";56;58
"350630 Bernardino de Campos";5;5
"350635 Bertioga";30;42
"350640 Bilac";1;-
"350650 Birigui";30;25
"350660 Biritiba-Mirim";10;10
"350670 Boa Esperança do Sul";13;8
"350680 Bocaina";10;10
"350690 Bofete";2;4
"350700 Boituva";23;27
"350710 Bom Jesus dos Perdões";8;12
"350715 Bom Sucesso de Itararé";1;-
"350720 Borá";1;1
"350730 Boracéia";2;2
"350740 Borborema";6;7
"350745 Borebi";1;1
"350750 Botucatu";54;82
"350760 Bragança Paulista";67;65
"350770 Braúna";-;2
"350775 Brejo Alegre";1;2
"350780 Brodowski";4;5
"350790 Brotas";21;27
"350800 Buri";12;13
"350810 Buritama";5;3
"350820 Buritizal";3;5
"350830 Cabrália Paulista";-;3
"350840 Cabreúva";11;9
"350850 Caçapava";108;110
"350860 Cachoeira Paulista";7;8
"350870 Caconde";7;7
"350880 Cafelândia";8;16
"350890 Caiabu";3;3
"350900 Caieiras";31;32
"350910 Caiuá";1;1
"350920 Cajamar";15;10
"350925 Cajati";7;15
"350930 Cajobi";7;6
"350940 Cajuru";13;16
"350950 Campinas";390;493
"350960 Campo Limpo Paulista";24;41
"350970 Campos do Jordão";48;26
"350990 Cananéia";1;1
"350995 Canas";1;1
"351000 Cândido Mota";35;32
"351010 Cândido Rodrigues";1;1
"351015 Canitar";3;3
"351020 Capão Bonito";9;16
"351030 Capela do Alto";10;7
"351040 Capivari";19;19
"351050 Caraguatatuba";17;23
"351060 Carapicuíba";61;39
"351070 Cardoso";5;6
"351080 Casa Branca";35;43
"351090 Cássia dos Coqueiros";2;2
"351100 Castilho";4;5
"351110 Catanduva";87;91
"351120 Catiguá";8;9
"351130 Cedral";5;5
"351140 Cerqueira César";15;14
"351150 Cerquilho";18;16
"351160 Cesário Lange";8;11
"351170 Charqueada";9;7
"355720 Chavantes";13;13
"351190 Clementina";-;2
"351200 Colina";15;14
"351210 Colômbia";2;3
"351220 Conchal";9;11
"351230 Conchas";12;12
"351240 Cordeirópolis";5;4
"351250 Coroados";1;1
"351260 Coronel Macedo";4;3
"351270 Corumbataí";4;5
"351280 Cosmópolis";20;26
"351290 Cosmorama";5;6
"351300 Cotia";96;92
"351310 Cravinhos";17;17
"351320 Cristais Paulista";8;8
"351330 Cruzália";2;3
"351340 Cruzeiro";40;52
"351350 Cubatão";70;73
"351360 Cunha";15;10
"351370 Descalvado";26;21
"351380 Diadema";127;126
"351390 Divinolândia";9;6
"351400 Dobrada";2;2
"351410 Dois Córregos";16;20
"351420 Dolcinópolis";2;1
"351430 Dourado";1;1
"351440 Dracena";23;19
"351450 Duartina";24;24
"351460 Dumont";3;3
"351470 Echaporã";4;-
"351480 Eldorado";1;2
"351495 Embaúba";2;2
"351500 Embu das Artes";65;71
"351510 Embu-Guaçu";21;16
"351512 Emilianópolis";-;1
"351515 Engenheiro Coelho";5;11
"351518 Espírito Santo do Pinhal";40;40
"351519 Espírito Santo do Turvo";1;-
"355730 Estiva Gerbi";4;4
"351520 Estrela d'Oeste";15;15
"351535 Euclides da Cunha Paulista";3;2
"351540 Fartura";9;9
"351560 Fernando Prestes";4;4
"351550 Fernandópolis";27;32
"351570 Ferraz de Vasconcelos";114;147
"351590 Floreal";1;1
"351600 Flórida Paulista";16;18
"351610 Florínia";2;2
"351620 Franca";56;63
"351630 Francisco Morato";41;37
"351640 Franco da Rocha";40;53
"351660 Gália";7;6
"351670 Garça";19;19
"351680 Gastão Vidigal";1;1
"351685 Gavião Peixoto";1;1
"351690 General Salgado";11;11
"351700 Getulina";8;12
"351710 Glicério";2;3
"351720 Guaiçara";5;6
"351740 Guaíra";29;27
"351750 Guapiaçu";4;5
"351760 Guapiara";5;4
"351770 Guará";3;8
"351780 Guaraçaí";2;3
"351790 Guaraci";3;3
"351800 Guarani d'Oeste";-;1
"351810 Guarantã";1;1
"351820 Guararapes";29;27
"351830 Guararema";4;9
"351840 Guaratinguetá";71;105
"351860 Guariba";10;13
"351870 Guarujá";70;70
"351880 Guarulhos";277;369
"351885 Guatapará";1;1
"351890 Guzolândia";1;2
"351900 Herculândia";2;3
"351905 Holambra";1;1
"351907 Hortolândia";48;55
"351910 Iacanga";8;4
"351920 Iacri";5;4
"351925 Iaras";2;3
"351930 Ibaté";6;11
"351940 Ibirá";9;6
"351950 Ibirarema";2;2
"351960 Ibitinga";20;28
"351970 Ibiúna";21;20
"351980 Icém";7;7
"352000 Igaraçu do Tietê";19;19
"352010 Igarapava";30;37
"352020 Igaratá";2;2
"352030 Iguape";4;6
"352042 Ilha Comprida";2;3
"352044 Ilha Solteira";6;5
"352040 Ilhabela";10;9
"352050 Indaiatuba";46;52
"352060 Indiana";3;3
"352070 Indiaporã";5;7
"352080 Inúbia Paulista";1;1
"352090 Ipaussu";12;11
"352100 Iperó";15;20
"352110 Ipeúna";-;2
"352115 Ipiguá";2;6
"352120 Iporanga";-;1
"352130 Ipuã";1;10
"352140 Iracemápolis";2;5
"352150 Irapuã";1;2
"352160 Irapuru";2;1
"352170 Itaberá";6;6
"352180 Itaí";11;11
"352190 Itajobi";16;15
"352200 Itaju";2;2
"352210 Itanhaém";15;15
"352220 Itapecerica da Serra";73;72
"352230 Itapetininga";93;122
"352240 Itapeva";15;16
"352250 Itapevi";60;68
"352260 Itapira";36;30
"352265 Itapirapuã Paulista";1;1
"352270 Itápolis";15;18
"352280 Itaporanga";6;6
"352290 Itapuí";5;4
"352300 Itapura";-;1
"352310 Itaquaquecetuba";127;155
"352320 Itararé";21;22
"352330 Itariri";5;3
"352340 Itatiba";49;57
"352350 Itatinga";5;9
"352360 Itirapina";8;9
"352370 Itirapuã";7;7
"352380 Itobi";8;2
"352390 Itu";178;119
"352400 Itupeva";14;20
"352410 Ituverava";15;14
"352420 Jaborandi";6;6
"352430 Jaboticabal";37;37
"352440 Jacareí";77;88
"352450 Jaci";6;7
"352460 Jacupiranga";6;4
"352470 Jaguariúna";37;40
"352480 Jales";18;20
"352490 Jambeiro";1;1
"352500 Jandira";84;24
"352510 Jardinópolis";12;9
"352520 Jarinu";8;8
"352530 Jaú";65;89
"352540 Jeriquara";3;3
"352550 Joanópolis";3;5
"352560 João Ramalho";1;1
"352570 José Bonifácio";26;30
"352580 Júlio Mesquita";-;1
"352585 Jumirim";4;4
"352590 Jundiaí";136;189
"352600 Junqueirópolis";15;19
"352610 Juquiá";12;3
"352620 Juquitiba";1;1
"352630 Lagoinha";4;4
"352640 Laranjal Paulista";21;24
"352650 Lavínia";5;3
"352660 Lavrinhas";5;5
"352670 Leme";44;54
"352680 Lençóis Paulista";40;44
"352690 Limeira";97;98
"352700 Lindóia";3;2
"352710 Lins";57;66
"352720 Lorena";30;29
"352725 Lourdes";1;1
"352730 Louveira";10;12
"352740 Lucélia";9;11
"352750 Lucianópolis";1;3
"352760 Luís Antônio";5;5
"352770 Luiziânia";4;7
"352790 Lutécia";1;1
"352800 Macatuba";12;12
"352810 Macaubal";9;9
"352820 Macedônia";3;3
"352830 Magda";2;2
"352840 Mairinque";17;15
"352850 Mairiporã";32;36
"352860 Manduri";8;13
"352870 Marabá Paulista";2;3
"352880 Maracaí";11;10
"352885 Marapoama";2;2
"352890 Mariápolis";1;1
"352900 Marília";122;138
"352920 Martinópolis";15;17
"352930 Matão";18;17
"352940 Mauá";76;79
"352950 Mendonça";1;1
"352960 Meridiano";4;5
"352965 Mesópolis";1;-
"352970 Miguelópolis";7;7
"352980 Mineiros do Tietê";1;2
"353000 Mira Estrela";2;1
"352990 Miracatu";3;4
"353010 Mirandópolis";25;40
"353020 Mirante do Paranapanema";3;4
"353030 Mirassol";13;13
"353040 Mirassolândia";2;2
"353050 Mococa";38;40
"353060 Mogi das Cruzes";222;192
"353070 Mogi Guaçu";105;129
"353080 Mogi Mirim";30;36
"353090 Mombuca";4;3
"353100 Monções";1;1
"353110 Mongaguá";8;9
"353120 Monte Alegre do Sul";3;3
"353130 Monte Alto";29;33
"353140 Monte Aprazível";15;17
"353150 Monte Azul Paulista";17;19
"353160 Monte Castelo";1;1
"353180 Monte Mor";16;18
"353170 Monteiro Lobato";4;5
"353190 Morro Agudo";12;21
"353200 Morungaba";12;9
"353205 Motuca";3;3
"353210 Murutinga do Sul";12;4
"353220 Narandiba";1;1
"353230 Natividade da Serra";3;3
"353240 Nazaré Paulista";6;5
"353250 Neves Paulista";7;6
"353260 Nhandeara";8;7
"353270 Nipoã";2;2
"353280 Nova Aliança";5;3
"353290 Nova Europa";5;7
"353300 Nova Granada";14;15
"353320 Nova Independência";1;1
"353340 Nova Odessa";29;14
"353325 Novais";2;2
"353350 Novo Horizonte";24;28
"353360 Nuporanga";4;6
"353370 Ocauçu";5;5
"353380 Óleo";3;3
"353390 Olímpia";20;21
"353400 Onda Verde";5;5
"353420 Orindiúva";2;2
"353430 Orlândia";31;33
"353440 Osasco";384;407
"353450 Oscar Bressane";3;2
"353460 Osvaldo Cruz";12;16
"353470 Ourinhos";52;51
"353480 Ouro Verde";3;2
"353475 Ouroeste";10;9
"353490 Pacaembu";14;14
"353500 Palestina";9;14
"353510 Palmares Paulista";3;4
"353520 Palmeira d'Oeste";2;5
"353530 Palmital";14;14
"353540 Panorama";7;7
"353550 Paraguaçu Paulista";20;20
"353560 Paraibuna";13;12
"353570 Paraíso";1;1
"353580 Paranapanema";14;11
"353590 Paranapuã";2;3
"353600 Parapuã";2;3
"353610 Pardinho";3;1
"353620 Pariquera-Açu";10;7
"353630 Patrocínio Paulista";11;9
"353640 Paulicéia";1;1
"353650 Paulínia";39;43
"353657 Paulistânia";1;3
"353660 Paulo de Faria";8;7
"353670 Pederneiras";18;17
"353680 Pedra Bela";3;2
"353690 Pedranópolis";4;3
"353700 Pedregulho";15;13
"353710 Pedreira";31;17
"353715 Pedrinhas Paulista";2;2
"353720 Pedro de Toledo";-;2
"353730 Penápolis";17;19
"353740 Pereira Barreto";12;14
"353760 Peruíbe";15;15
"353770 Piacatu";4;1
"353780 Piedade";24;23
"353790 Pilar do Sul";35;39
"353800 Pindamonhangaba";37;43
"353810 Pindorama";8;9
"353820 Pinhalzinho";7;7
"353830 Piquerobi";1;1
"353850 Piquete";3;3
"353860 Piracaia";5;5
"353870 Piracicaba";77;116
"353880 Piraju";20;22
"353890 Pirajuí";34;44
"353900 Pirangi";2;2
"353910 Pirapora do Bom Jesus";3;2
"353920 Pirapozinho";6;7
"353930 Pirassununga";23;16
"353940 Piratininga";10;10
"353950 Pitangueiras";10;10
"353960 Planalto";3;3
"353980 Poá";17;21
"353990 Poloni";3;3
"354000 Pompéia";12;14
"354010 Pongaí";2;2
"354020 Pontal";26;26
"354025 Pontalinda";1;1
"354030 Pontes Gestal";1;1
"354040 Populina";3;2
"354050 Porangaba";4;6
"354060 Porto Feliz";9;9
"354070 Porto Ferreira";24;37
"354075 Potim";5;5
"354080 Potirendaba";2;3
"354085 Pracinha";2;2
"354090 Pradópolis";7;5
"354100 Praia Grande";48;62
"354105 Pratânia";3;3
"354110 Presidente Alves";3;3
"354120 Presidente Bernardes";19;16
"354130 Presidente Epitácio";5;7
"354140 Presidente Prudente";72;72
"354150 Presidente Venceslau";19;20
"354160 Promissão";31;27
"354165 Quadra";1;1
"354170 Quatá";1;2
"354190 Queluz";2;2
"354200 Quintana";1;2
"354210 Rafard";11;11
"354220 Rancharia";32;38
"354230 Redenção da Serra";3;3
"354240 Regente Feijó";7;9
"354250 Reginópolis";3;3
"354260 Registro";14;20
"354270 Restinga";3;3
"354280 Ribeira";5;6
"354290 Ribeirão Bonito";8;10
"354300 Ribeirão Branco";5;4
"354310 Ribeirão Corrente";1;1
"354320 Ribeirão do Sul";3;3
"354323 Ribeirão dos Índios";2;2
"354325 Ribeirão Grande";6;4
"354330 Ribeirão Pires";37;58
"354340 Ribeirão Preto";309;411
"354360 Rifaina";3;3
"354370 Rincão";1;3
"354380 Rinópolis";5;4
"354390 Rio Claro";68;83
"354400 Rio das Pedras";13;13
"354410 Rio Grande da Serra";6;8
"354420 Riolândia";8;9
"354350 Riversul";3;3
"354425 Rosana";8;11
"354430 Roseira";3;1
"354440 Rubiácea";1;-
"354450 Rubinéia";1;1
"354460 Sabino";3;4
"354470 Sagres";3;2
"354480 Sales";1;2
"354490 Sales Oliveira";5;5
"354500 Salesópolis";8;9
"354510 Salmourão";2;1
"354515 Saltinho";2;6
"354520 Salto";70;78
"354530 Salto de Pirapora";13;17
"354540 Salto Grande";12;12
"354550 Sandovalina";3;1
"354560 Santa Adélia";7;6
"354570 Santa Albertina";4;4
"354580 Santa Bárbara d'Oeste";33;33
"354600 Santa Branca";6;3
"354610 Santa Clara d'Oeste";2;-
"354620 Santa Cruz da Conceição";1;2
"354625 Santa Cruz da Esperança";3;3
"354630 Santa Cruz das Palmeiras";44;24
"354640 Santa Cruz do Rio Pardo";26;27
"354650 Santa Ernestina";4;4
"354660 Santa Fé do Sul";8;15
"354670 Santa Gertrudes";3;5
"354680 Santa Isabel";18;26
"354690 Santa Lúcia";4;4
"354700 Santa Maria da Serra";2;2
"354710 Santa Mercedes";2;2
"354750 Santa Rita do Passa Quatro";27;27
"354760 Santa Rosa de Viterbo";20;24
"354720 Santana da Ponte Pensa";1;1
"354730 Santana de Parnaíba";19;15
"354770 Santo Anastácio";6;6
"354780 Santo André";335;435
"354790 Santo Antônio da Alegria";6;6
"354800 Santo Antônio de Posse";17;17
"354805 Santo Antônio do Aracanguá";7;6
"354810 Santo Antônio do Jardim";2;2
"354820 Santo Antônio do Pinhal";6;6
"354830 Santo Expedito";1;2
"354850 Santos";274;347
"354860 São Bento do Sapucaí";8;8
"354870 São Bernardo do Campo";289;321
"354880 São Caetano do Sul";81;88
"354890 São Carlos";75;107
"354900 São Francisco";1;1
"354910 São João da Boa Vista";54;57
"354920 São João das Duas Pontes";1;1
"354925 São João de Iracema";2;1
"354930 São João do Pau d'Alho";1;1
"354940 São Joaquim da Barra";42;25
"354950 São José da Bela Vista";7;6
"354960 São José do Barreiro";4;4
"354970 São José do Rio Pardo";72;83
"354980 São José do Rio Preto";364;392
"354990 São José dos Campos";288;273
"354995 São Lourenço da Serra";5;3
"355000 São Luís do Paraitinga";6;6
"355010 São Manuel";13;18
"355020 São Miguel Arcanjo";31;38
"355030 São Paulo";5459;6652
"355040 São Pedro";8;15
"355050 São Pedro do Turvo";4;4
"355060 São Roque";33;32
"355070 São Sebastião";13;10
"355080 São Sebastião da Grama";13;14
"355090 São Simão";10;15
"355100 São Vicente";106;111
"355110 Sarapuí";3;3
"355120 Sarutaiá";3;1
"355130 Sebastianópolis do Sul";2;2
"355140 Serra Azul";4;4
"355160 Serra Negra";9;14
"355150 Serrana";12;13
"355170 Sertãozinho";43;55
"355180 Sete Barras";3;1
"355190 Severínia";5;5
"355210 Socorro";28;22
"355220 Sorocaba";185;205
"355230 Sud Mennucci";1;3
"355240 Sumaré";88;71
"355255 Suzanápolis";1;-
"355250 Suzano";67;82
"355260 Tabapuã";6;14
"355270 Tabatinga";6;12
"355280 Taboão da Serra";102;92
"355290 Taciba";-;1
"355300 Taguaí";6;9
"355310 Taiaçu";1;1
"355320 Taiúva";4;4
"355330 Tambaú";30;36
"355340 Tanabi";28;23
"355350 Tapiraí";5;2
"355360 Tapiratiba";13;14
"355365 Taquaral";2;4
"355370 Taquaritinga";31;30
"355380 Taquarituba";8;9
"355385 Taquarivaí";1;1
"355390 Tarabai";3;1
"355395 Tarumã";1;-
"355400 Tatuí";50;67
"355410 Taubaté";173;165
"355420 Tejupá";7;7
"355430 Teodoro Sampaio";1;3
"355440 Terra Roxa";4;4
"355450 Tietê";16;16
"355460 Timburi";1;1
"355465 Torre de Pedra";1;1
"355470 Torrinha";3;3
"355475 Trabiju";2;2
"355480 Tremembé";20;20
"355490 Três Fronteiras";3;3
"355495 Tuiuti";3;3
"355500 Tupã";23;23
"355510 Tupi Paulista";7;4
"355520 Turiúba";-;1
"355535 Ubarana";4;5
"355540 Ubatuba";6;9
"355550 Ubirajara";-;1
"355560 Uchoa";3;4
"355570 União Paulista";2;2
"355580 Urânia";7;6
"355590 Uru";1;1
"355600 Urupês";13;12
"355610 Valentim Gentil";2;3
"355620 Valinhos";55;60
"355630 Valparaíso";3;6
"355635 Vargem";4;8
"355640 Vargem Grande do Sul";9;9
"355645 Vargem Grande Paulista";24;26
"355650 Várzea Paulista";39;24
"355660 Vera Cruz";11;5
"355670 Vinhedo";40;41
"355680 Viradouro";6;8
"355690 Vista Alegre do Alto";3;4
"355695 Vitória Brasil";1;1
"355700 Votorantim";35;36
"355710 Votuporanga";45;50
"355715 Zacarias";2;2
"410010 Abatiá";1;1
"410030 Agudos do Sul";3;2
"410040 Almirante Tamandaré";40;40
"410045 Altamira do Paraná";1;1
"412862 Alto Paraíso";3;2
"410060 Alto Paraná";8;4
"410070 Alto Piquiri";2;6
"410050 Altônia";14;3
"410080 Alvorada do Sul";1;1
"410100 Ampére";5;7
"410105 Anahy";1;1
"410110 Andirá";19;13
"410120 Antonina";5;11
"410130 Antônio Olinto";7;11
"410140 Apucarana";70;74
"410150 Arapongas";37;30
"410160 Arapoti";12;12
"410165 Arapuã";4;3
"410170 Araruna";4;7
"410180 Araucária";47;50
"410185 Ariranha do Ivaí";1;1
"410190 Assaí";10;14
"410200 Assis Chateaubriand";22;20
"410210 Astorga";12;14
"410220 Atalaia";3;3
"410230 Balsa Nova";3;2
"410240 Bandeirantes";24;20
"410250 Barbosa Ferraz";1;2
"410270 Barra do Jacaré";2;2
"410260 Barracão";6;7
"410280 Bela Vista do Paraíso";12;13
"410290 Bituruna";12;2
"410300 Boa Esperança";-;2
"410302 Boa Esperança do Iguaçu";1;-
"410305 Boa Vista da Aparecida";1;1
"410310 Bocaiúva do Sul";2;2
"410320 Bom Sucesso";2;2
"410322 Bom Sucesso do Sul";3;1
"410330 Borrazópolis";1;2
"410335 Braganey";1;-
"410337 Brasilândia do Sul";4;4
"410340 Cafeara";1;1
"410345 Cafelândia";1;1
"410347 Cafezal do Sul";2;-
"410350 Califórnia";2;1
"410360 Cambará";11;11
"410370 Cambé";25;27
"410380 Cambira";1;1
"410390 Campina da Lagoa";1;2
"410400 Campina Grande do Sul";97;95
"410405 Campo Bonito";2;2
"410420 Campo Largo";31;39
"410425 Campo Magro";3;7
"410430 Campo Mourão";53;56
"410440 Cândido de Abreu";16;5
"410442 Candói";2;2
"410445 Cantagalo";11;3
"410450 Capanema";7;2
"410460 Capitão Leônidas Marques";5;10
"410465 Carambeí";3;4
"410470 Carlópolis";14;14
"410480 Cascavel";154;153
"410490 Castro";38;40
"410500 Catanduvas";3;3
"410510 Centenário do Sul";9;8
"410520 Cerro Azul";2;3
"410530 Céu Azul";5;5
"410540 Chopinzinho";26;19
"410550 Cianorte";22;28
"410560 Cidade Gaúcha";9;6
"410570 Clevelândia";4;4
"410580 Colombo";40;42
"410590 Colorado";18;20
"410600 Congonhinhas";-;1
"410610 Conselheiro Mairinck";2;2
"410620 Contenda";-;2
"410630 Corbélia";6;5
"410640 Cornélio Procópio";59;69
"410645 Coronel Domingos Soares";9;9
"410650 Coronel Vivida";21;20
"410655 Corumbataí do Sul";-;1
"410680 Cruz Machado";11;5
"410657 Cruzeiro do Iguaçu";2;2
"410660 Cruzeiro do Oeste";10;6
"410685 Cruzmaltina";2;2
"410690 Curitiba";1148;1446
"410700 Curiúva";5;4
"410715 Diamante D'Oeste";5;3
"410710 Diamante do Norte";5;5
"410720 Dois Vizinhos";9;12
"410725 Douradina";2;2
"410730 Doutor Camargo";3;3
"412863 Doutor Ulysses";4;2
"410740 Enéas Marques";2;1
"410750 Engenheiro Beltrão";1;1
